"url","Headline","Headline2","Author","Content","Provider","Date","Date_link","_url_input"
"https://apnews.com/article/donald-trump-campaigns-duncan-hunter-russia-87bf992ea9bece8eee58ac8ecf1f1bd6","Trump pardons 15, commutes 5 sentences, including GOP allies","","","WASHINGTON (AP) — President Donald Trump on Tuesday pardoned 15 people, including Republicans who were strong and early supporters, a 2016 campaign official ensnared in the Russia probe and former... ","apnews.com","2020-12-23T00:23:03Z","","https://apnews.com/article/donald-trump-campaigns-duncan-hunter-russia-87bf992ea9bece8eee58ac8ecf1f1bd6"
"https://apnews.com/article/donald-trump-legislation-coronavirus-pandemic-latin-america-91cceebf9d788d4525ffb85fadb2b151","Trump assails COVID relief bill, suggests he may not sign","","","WASHINGTON (AP) — President Donald Trump is assailing the bipartisan $900 billion pandemic relief package that Congress just passed and is suggesting that he may not sign it. Trump... ","apnews.com","2020-12-23T01:20:05Z","","https://apnews.com/article/donald-trump-legislation-coronavirus-pandemic-latin-america-91cceebf9d788d4525ffb85fadb2b151"
"https://apnews.com/article/coronavirus-pandemic-coronavirus-vaccine-7ca845de157dacafd8bc974de451e928","US close on deal with Pfizer for millions more vaccine doses","","","WASHINGTON (AP) — The U.S. government is close to a deal to acquire tens of millions of additional doses of Pfizer's vaccine in exchange for helping the pharmaceutical giant gain better access to... ","apnews.com","2020-12-22T23:38:24Z","","https://apnews.com/article/coronavirus-pandemic-coronavirus-vaccine-7ca845de157dacafd8bc974de451e928"
"https://apnews.com/article/joe-biden-politics-delaware-wilmington-coronavirus-pandemic-e52845dfe941832ec0a37def1c34b919","Biden: Trump 'failed' to shore up nation's cybersecurity","","","WILMINGTON, Del. (AP) — President-elect Joe Biden on Tuesday assailed the Trump administration for failing to fortify the nation's cyber defenses, and called on President Donald Trump to publicly... ","apnews.com","2020-12-22T14:08:37Z","","https://apnews.com/article/joe-biden-politics-delaware-wilmington-coronavirus-pandemic-e52845dfe941832ec0a37def1c34b919"
"https://apnews.com/article/global-trade-england-health-coronavirus-pandemic-france-396f4e1695e619a5351ee766cefdd66e","France relaxes its ban on trucks entering from Britain","","","LONDON (AP) — France relaxed its coronavirus-related ban on trucks from Britain on Tuesday after a two-day standoff that had stranded thousands of drivers and raised fears of Christmastime food... ","apnews.com","2020-12-22T09:52:17Z","","https://apnews.com/article/global-trade-england-health-coronavirus-pandemic-france-396f4e1695e619a5351ee766cefdd66e"
"https://apnews.com/article/health-lawsuits-opioids-9a21000256f9cde4c666bb552547349e","Feds sue Walmart over role in opioid crisis ","","","WASHINGTON (AP) — The Justice Department sued Walmart on Tuesday, accusing it of fueling the nation’s opioid crisis by pressuring its pharmacies to fill even potentially suspicious prescriptions... ","apnews.com","2020-12-22T18:42:27Z","","https://apnews.com/article/health-lawsuits-opioids-9a21000256f9cde4c666bb552547349e"
"https://apnews.com/article/joe-biden-donald-trump-foreign-policy-delaware-wilmington-1149b07b899e0bb9b50b30348f0983d8","Biden: Reversing Trump border policies will take months","","","WILMINGTON, Del. (AP) — President-elect Joe Biden says it will take months to roll back some of President Donald Trump’s actions on immigration, tempering expectations he generated during his... ","apnews.com","2020-12-22T23:23:01Z","","https://apnews.com/article/joe-biden-donald-trump-foreign-policy-delaware-wilmington-1149b07b899e0bb9b50b30348f0983d8"
"https://apnews.com/article/ohio-columbus-shootings-police-2c694560b7487fd0b5cd1ccb07fa3a9a","Mayor: Body cam not activated in police killing of Black man","","","COLUMBUS, Ohio (AP) — A police officer who shot and killed a Black man holding a cell phone in Ohio's capital city early Tuesday did not activate his body camera beforehand, and dash cameras on... ","apnews.com","2020-12-22T16:54:26Z","","https://apnews.com/article/ohio-columbus-shootings-police-2c694560b7487fd0b5cd1ccb07fa3a9a"
"https://apnews.com/article/politics-michigan-utilities-environment-flint-815aebf8bdca52b6f8716b1c1bf05fb9","Critics say EPA allowing more time to fix lead-tainted water","","","The Trump administration overhauled the country's widely criticized, 29-year-old framework to eliminate toxic lead from drinking water on Tuesday, but critics charge that the new rule gives... ","apnews.com","2020-12-22T22:51:25Z","","https://apnews.com/article/politics-michigan-utilities-environment-flint-815aebf8bdca52b6f8716b1c1bf05fb9"
"https://apnews.com/article/senate-elections-elections-california-alex-padilla-gavin-newsom-862028e7aef12cb995db549b7707cf7b","California first: A Latino U.S. senator to replace Harris ","","","SACRAMENTO, Calif. (AP) — California Gov. Gavin Newsom selected Secretary of State Alex Padilla on Tuesday to be a U.S. senator, a pick that sends a Latino to the Senate for the first time in the... ","apnews.com","2020-12-22T18:04:32Z","","https://apnews.com/article/senate-elections-elections-california-alex-padilla-gavin-newsom-862028e7aef12cb995db549b7707cf7b"
"https://apnews.com/article/joe-biden-ap-top-news-health-coronavirus-pandemic-468a68672ca65165cc9a88a1c5123e4a","The Latest: Biden says months to fix Trump border policies","","","WILMINGTON, Del. (AP) — 4 p.m. President-elect Joe Biden says he won’t immediately roll back President Donald Trump’s immigration policies at the border despite some advocates pushing for... ","apnews.com","2020-12-22T20:16:51Z","","https://apnews.com/article/joe-biden-ap-top-news-health-coronavirus-pandemic-468a68672ca65165cc9a88a1c5123e4a"
"https://apnews.com/article/donald-trump-bahrain-israel-iran-nuclear-united-arab-emirates-2f6ac417bc05efb2f2c80f6d4e1eeb34","Kushner joins Israelis on landmark visit to Morocco","","","RABAT, Morocco (AP) — Senior White House adviser Jared Kushner led a delegation from Israel to Morocco on Tuesday on the first known direct flight since the two countries agreed to establish full... ","apnews.com","2020-12-22T08:13:04Z","","https://apnews.com/article/donald-trump-bahrain-israel-iran-nuclear-united-arab-emirates-2f6ac417bc05efb2f2c80f6d4e1eeb34"
"https://apnews.com/article/israel-national-elections-elections-benjamin-netanyahu-national-budgets-35630fa4eee1679fe0265bffdb7181cc","Israel heads to new elections as government collapses","","","JERUSALEM (AP) — Israel’s divided government collapsed early Wednesday, triggering the country’s fourth election in under two years and bringing an unprecedented threat to Prime Minister Benjamin... ","apnews.com","2020-12-22T06:58:45Z","","https://apnews.com/article/israel-national-elections-elections-benjamin-netanyahu-national-budgets-35630fa4eee1679fe0265bffdb7181cc"
